st_fee_gen_date,class_name,section_name,st_fee_total_receipt_amount
2016-11-22 00:00:00.000,Hifz Boys,B,1900.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,100.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,100.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,900.0
2016-11-22 00:00:00.000,Hifz Boys,B,1910.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1900.0
2016-11-22 00:00:00.000,Hifz Boys,B,1550.0
2016-11-22 00:00:00.000,Hifz Boys,B,1850.0
2016-11-22 00:00:00.000,Hifz Boys,B,1900.0
2016-11-22 00:00:00.000,Hifz Boys,B,900.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,B,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,C,1800.0
2016-11-22 00:00:00.000,Hifz Boys,C,1800.0
2016-11-22 00:00:00.000,Hifz Boys,C,1800.0
2016-11-22 00:00:00.000,Hifz Boys,C,1800.0
2016-11-22 00:00:00.000,Hifz Boys,C,1800.0
2016-11-22 00:00:00.000,Hifz Boys,C,1820.0
2016-11-22 00:00:00.000,Hifz Boys,C,1800.0
2016-11-22 00:00:00.000,Hifz Boys,C,1800.0
2016-11-22 00:00:00.000,Hifz Boys,C,1850.0
2016-11-22 00:00:00.000,Hifz Boys,C,1820.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,900.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,C,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1820.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1900.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1350.0
2016-11-22 00:00:00.000,Hifz Boys,A,1850.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-28 00:00:00.000,Hifz Girls,D,1820.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1900.0
2016-11-28 00:00:00.000,Hifz Girls,D,1550.0
2016-11-28 00:00:00.000,Hifz Girls,D,900.0
2016-11-22 00:00:00.000,Hifz Boys,A,1910.0
2016-11-28 00:00:00.000,Hifz Girls,D,1900.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,900.0
2016-11-22 00:00:00.000,Hifz Boys,A,1550.0
2016-11-22 00:00:00.000,Hifz Boys,A,100.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-22 00:00:00.000,Hifz Boys,A,900.0
2016-11-22 00:00:00.000,Hifz Boys,A,1820.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-28 00:00:00.000,Hifz Girls,D,900.0
2016-11-22 00:00:00.000,Hifz Boys,A,1800.0
2016-11-28 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,150.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1850.0
2016-12-24 00:00:00.000,Hifz Girls,D,100.0
2016-12-24 00:00:00.000,Hifz Girls,D,1850.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1000.0
2016-12-24 00:00:00.000,Hifz Girls,D,900.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,900.0
2016-12-24 00:00:00.000,Hifz Boys,B,900.0
2016-12-24 00:00:00.000,Hifz Boys,B,1550.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,100.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,100.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,900.0
2016-12-24 00:00:00.000,Hifz Boys,B,1810.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1850.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1550.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,900.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1900.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,B,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,900.0
2016-12-24 00:00:00.000,Hifz Boys,A,1820.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,C,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1850.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1900.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1850.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1350.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,900.0
2016-12-24 00:00:00.000,Hifz Boys,A,900.0
2016-12-24 00:00:00.000,Hifz Girls,D,2000.0
2016-12-24 00:00:00.000,Hifz Boys,A,1850.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1550.0
2016-12-24 00:00:00.000,Hifz Girls,D,900.0
2016-12-24 00:00:00.000,Hifz Boys,A,1820.0
2016-12-24 00:00:00.000,Hifz Girls,D,1900.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,900.0
2016-12-24 00:00:00.000,Hifz Boys,A,1550.0
2016-12-24 00:00:00.000,Hifz Girls,D,900.0
2016-12-24 00:00:00.000,Hifz Boys,A,100.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Boys,A,900.0
2016-12-24 00:00:00.000,Hifz Boys,A,1810.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,900.0
2016-12-24 00:00:00.000,Hifz Boys,A,1800.0
2016-12-24 00:00:00.000,Hifz Girls,D,1800.0
2017-01-19 00:00:00.000,Hifz Girls,D,1800.0
2017-01-19 00:00:00.000,Hifz Girls,D,350.0
2017-01-19 00:00:00.000,Hifz Girls,D,1800.0
2017-01-19 00:00:00.000,Hifz Girls,D,1850.0
2017-01-19 00:00:00.000,Hifz Girls,D,1900.0
2017-01-19 00:00:00.000,Hifz Girls,D,100.0
2017-01-19 00:00:00.000,Hifz Girls,D,1950.0
2017-01-19 00:00:00.000,Hifz Girls,D,1850.0
2017-01-19 00:00:00.000,Hifz Girls,D,950.0
2017-01-19 00:00:00.000,Hifz Girls,D,950.0
2017-01-19 00:00:00.000,Hifz Girls,D,2200.0
2017-01-19 00:00:00.000,Hifz Girls,D,1850.0
2017-01-19 00:00:00.000,Hifz Girls,D,1900.0
2017-01-19 00:00:00.000,Hifz Girls,D,1800.0
2017-01-19 00:00:00.000,Hifz Girls,D,1810.0
2017-01-19 00:00:00.000,Hifz Boys,B,900.0
2017-01-19 00:00:00.000,Hifz Boys,B,900.0
2017-01-19 00:00:00.000,Hifz Boys,B,1550.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,100.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,100.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,940.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1550.0
2017-01-19 00:00:00.000,Hifz Boys,B,1840.0
2017-01-19 00:00:00.000,Hifz Boys,B,900.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1850.0
2017-01-19 00:00:00.000,Hifz Boys,B,1900.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,B,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,C,1800.0
2017-01-19 00:00:00.000,Hifz Boys,C,1800.0
2017-01-19 00:00:00.000,Hifz Boys,C,1800.0
2017-01-19 00:00:00.000,Hifz Boys,C,1800.0
2017-01-19 00:00:00.000,Hifz Boys,C,1800.0
2017-01-19 00:00:00.000,Hifz Boys,C,1800.0
2017-01-19 00:00:00.000,Hifz Boys,C,1800.0
2017-01-19 00:00:00.000,Hifz Boys,C,1800.0
2017-01-19 00:00:00.000,Hifz Boys,C,1810.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,900.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1830.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1810.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1850.0
2017-01-19 00:00:00.000,Hifz Boys,C,1810.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1350.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1800.0
2017-01-19 00:00:00.000,Hifz Boys,A,1810.0
2017-01-19 00:00:00.000,Hifz Boys,A,1830.0
2017-01-19 00:00:00.000,Hifz Boys,A,900.0
2017-01-19 00:00:00.000,Hifz Boys,A,900.0
2017-01-25 00:00:00.000,10th,E,1800.0
2017-01-25 00:00:00.000,10th,D,3600.0
2017-01-25 00:00:00.000,10th,F,3860.0
2017-01-25 00:00:00.000,10th,E,3600.0
2017-01-25 00:00:00.000,10th,E,3850.0
2017-01-25 00:00:00.000,10th,E,3730.0
2017-01-25 00:00:00.000,10th,E,3600.0
2017-01-25 00:00:00.000,10th,F,4160.0
2017-01-25 00:00:00.000,10th,D,3600.0
2017-01-25 00:00:00.000,10th,D,3800.0
2017-01-25 00:00:00.000,10th,F,3910.0
2017-01-25 00:00:00.000,10th,E,3650.0
2017-01-25 00:00:00.000,10th,E,3700.0
2017-01-25 00:00:00.000,10th,D,3100.0
2017-01-25 00:00:00.000,10th,E,3600.0
2017-01-25 00:00:00.000,10th,D,3600.0
2017-01-25 00:00:00.000,10th,D,3800.0
2017-01-25 00:00:00.000,10th,E,3130.0
2017-01-25 00:00:00.000,10th,E,3740.0
2017-01-25 00:00:00.000,10th,D,3600.0
2017-01-25 00:00:00.000,10th,E,3600.0
2017-01-25 00:00:00.000,10th,D,3100.0
2017-01-25 00:00:00.000,10th,E,4110.0
2017-01-25 00:00:00.000,10th,D,3600.0
2017-01-25 00:00:00.000,10th,D,200.0
2017-01-25 00:00:00.000,10th,E,4030.0
2017-01-25 00:00:00.000,10th,F,3900.0
2017-01-25 00:00:00.000,10th,C,3600.0
2017-01-25 00:00:00.000,10th,B,3860.0
2017-01-25 00:00:00.000,10th,C,3600.0
2017-01-25 00:00:00.000,10th,B,3960.0
2017-01-25 00:00:00.000,10th,A,3600.0
2017-01-25 00:00:00.000,10th,C,4110.0
2017-01-25 00:00:00.000,10th,C,3650.0
2017-01-25 00:00:00.000,10th,C,3700.0
2017-01-25 00:00:00.000,10th,B,4100.0
2017-01-25 00:00:00.000,10th,B,3860.0
2017-01-25 00:00:00.000,10th,B,3860.0
2017-01-25 00:00:00.000,10th,D,3600.0
2017-01-25 00:00:00.000,10th,E,3630.0
2017-01-25 00:00:00.000,10th,E,1850.0
2017-01-25 00:00:00.000,10th,B,3860.0
2017-01-25 00:00:00.000,10th,B,2060.0
2017-01-25 00:00:00.000,10th,F,3860.0
2017-01-25 00:00:00.000,10th,D,1550.0
2017-01-25 00:00:00.000,10th,A,3700.0
2017-01-25 00:00:00.000,10th,B,3960.0
2017-01-25 00:00:00.000,10th,F,3860.0
2017-01-25 00:00:00.000,10th,B,3960.0
2017-01-25 00:00:00.000,10th,F,560.0
2017-01-25 00:00:00.000,10th,B,2960.0
2017-01-25 00:00:00.000,10th,A,3600.0
2017-01-25 00:00:00.000,10th,C,3600.0
2017-01-25 00:00:00.000,10th,F,2070.0
2017-01-25 00:00:00.000,10th,A,300.0
2017-01-25 00:00:00.000,10th,A,3600.0
2017-01-25 00:00:00.000,10th,C,2500.0
2017-01-25 00:00:00.000,10th,A,3600.0
2017-01-25 00:00:00.000,10th,E,3600.0
2017-01-25 00:00:00.000,10th,B,2970.0
2017-01-25 00:00:00.000,10th,E,3900.0
2017-01-25 00:00:00.000,10th,F,4160.0
2017-01-25 00:00:00.000,10th,B,3890.0
2017-01-25 00:00:00.000,10th,C,3750.0
2017-01-25 00:00:00.000,10th,C,3610.0
2017-01-25 00:00:00.000,10th,E,1800.0
2017-01-25 00:00:00.000,10th,E,1800.0
2017-01-25 00:00:00.000,10th,C,3810.0
2017-01-25 00:00:00.000,10th,E,2000.0
2017-01-25 00:00:00.000,10th,E,3610.0
2017-01-25 00:00:00.000,10th,C,3100.0
2017-01-25 00:00:00.000,10th,D,200.0
2017-01-25 00:00:00.000,10th,C,4200.0
2017-01-25 00:00:00.000,10th,E,3600.0
2017-01-25 00:00:00.000,10th,E,3700.0
2017-01-25 00:00:00.000,10th,A,3600.0
2017-01-25 00:00:00.000,10th,D,3300.0
2017-01-25 00:00:00.000,10th,C,3700.0
2017-01-25 00:00:00.000,10th,E,3800.0
2017-01-25 00:00:00.000,10th,F,4060.0
2017-01-25 00:00:00.000,10th,A,3610.0
2017-01-25 00:00:00.000,10th,A,3700.0
2017-01-25 00:00:00.000,10th,B,3890.0
2017-01-25 00:00:00.000,10th,E,3600.0
2017-01-25 00:00:00.000,10th,A,3600.0
